NUM TECH ERRS RETIRED COLOR DEFAULTS INT-DEFS RADII-DEFS LONG-NAME
 03 APS2   0      0    12      0        0         0                 PSU ARW (Interpolated 12 hours)
 03 FIMY   0      0    12      0        0         0                 ESRL FIM 2011 version
 03 FIMI   0      0    12      0        0         0                 ESRL FIM 2011 version (Interpolated 06 hours)
 03 FIM2   0      0    12      0        0         0                 ESRL FIM 2011 version (Interpolated 12 hours)
 03 FIM9   0      0    12      1        0         0                 ESRL FIM
 03 FM9I   0      0    12      1        0         0                 ESRL FIM (Interpolated 06 hours)
 03 FM92   0      0    12      1        0         0                 ESRL FIM (Interpolated 12 hours)
 03 UWN8   0      0    12      0        0         0                 UW-NMS 8km model
 03 UWNI   0      0    12      0        0         0                 UW-NMS 8km model (Interpolated 06 hours)
 03 UWN2   0      0    12      0        0         0                 UW-NMS 8km model (Interpolated 12 hours)
 03 UWN4   0      0    12      0        0         0                 UW-NMS 4km model
 03 UW4I   0      0    12      0        0         0                 UW-NMS 4km model (Interpolated 06 hours)
 03 UW42   0      0    12      0        0         0                 UW-NMS 4km model (Interpolated 12 hours)
 03 H3GP   0      0    12      1        0         0                 NCEP/AOML HWRF 3km model
 03 H3GI   0      0    12      1        0         0                 NCEP/AOML HWRF 3km (Interpolated 06 hours)
 03 H3G2   0      0    12      1        0         0                 NCEP/AOML HWRF 3km (Interpolated 12 hours)
 03 SPC3   0      0    12      0        1         0                 CSU-CIRA SPICE statistical intensity consensus
 03 TV15   0      0    12      0        0         0                 HFIP track consensus of >=2: AVNI/EGRI/HWFI/EMXI/GPMI (2014 version)
 03 IV15   0      0     5      0        0         0                 HFIP intensity consensus of >=2: DSHP/LGEM/HWFI/GPMI/CXTI/UW4I (2014 version)
 03 GPMN   0      1    12      1        0         0                 GFDL Ensemble Mean
 03 GPMI   0      1    12      1        0         0                 GFDL Ensemble Mean (Interpolated 06 hours)
 03 GPM2   0      1    12      1        0         0                 GFDL Ensemble Mean (Interpolated 12 hours)
 03 GP00   0      1    12      0        0         0                 GFDL Ensemble +00 Control
 03 G00I   0      1    12      0        0         0                 GFDL Ensemble +00 Control (Interpolated 06 hours)
 03 G002   0      1    12      0        0         0                 GFDL Ensemble +00 Control (Interpolated 12 hours)
 03 GP01   0      1    12      0        0         0                 GFDL Ensemble +01 member (unbogussed)
 03 G01I   0      1    12      0        0         0                 GFDL Ensemble +01 member (unbogussed) (Interpolated 06 hours)
 03 G012   0      1    12      0        0         0                 GFDL Ensemble +01 member (unbogussed) (Interpolated 12 hours)
 03 GP02   0      1    12      0        0         0                 GFDL Ensemble +02 member
 03 G02I   0      1    12      0        0         0                 GFDL Ensemble +02 member (Interpolated 06 hours)
 03 G022   0      1    12      0        0         0                 GFDL Ensemble +02 member (Interpolated 12 hours)
 03 GP03   0      1    12      0        0         0                 GFDL Ensemble +03 member
 03 G03I   0      1    12      0        0         0                 GFDL Ensemble +03 member (Interpolated 06 hours)
 03 G032   0      1    12      0        0         0                 GFDL Ensemble +03 member (Interpolated 12 hours)
 03 GP04   0      1    12      0        0         0                 GFDL Ensemble +04 member
 03 G04I   0      1    12      0        0         0                 GFDL Ensemble +04 member (Interpolated 06 hours)
 03 G042   0      1    12      0        0         0                 GFDL Ensemble +04 member (Interpolated 12 hours)
 03 GP05   0      1    12      0        0         0                 GFDL Ensemble +05 member
 03 G05I   0      1    12      0        0         0                 GFDL Ensemble +05 member (Interpolated 06 hours)
 03 G052   0      1    12      0        0         0                 GFDL Ensemble +05 member (Interpolated 12 hours)
 03 GP06   0      1    12      0        0         0                 GFDL Ensemble +06 member
 03 G06I   0      1    12      0        0         0                 GFDL Ensemble +06 member (Interpolated 06 hours)
 03 G062   0      1    12      0        0         0                 GFDL Ensemble +06 member (Interpolated 12 hours)
 03 GP07   0      1    12      0        0         0                 GFDL Ensemble +07 member
 03 G07I   0      1    12      0        0         0                 GFDL Ensemble +07 member (Interpolated 06 hours)
 03 G072   0      1    12      0        0         0                 GFDL Ensemble +07 member (Interpolated 12 hours)
 03 GP08   0      1    12      0        0         0                 GFDL Ensemble +08 member
 03 G08I   0      1    12      0        0         0                 GFDL Ensemble +08 member (Interpolated 06 hours)
 03 G082   0      1    12      0        0         0                 GFDL Ensemble +08 member (Interpolated 12 hours)
 03 GP09   0      1    12      0        0         0                 GFDL Ensemble +09 member
 03 G09I   0      1    12      0        0         0                 GFDL Ensemble +09 member (Interpolated 06 hours)
 03 G092   0      1    12      0        0         0                 GFDL Ensemble +09 member (Interpolated 12 hours)
 03 GP10   0      1    12      0        0         0                 GFDL Ensemble +10 member
 03 G10I   0      1    12      0        0         0                 GFDL Ensemble +10 member (Interpolated 06 hours)
 03 G102   0      1    12      0        0         0                 GFDL Ensemble +10 member (Interpolated 12 hours)
 03 GP11   0      1    12      0        0         0                 GFDL Ensemble +11 member
 03 G11I   0      1    12      0        0         0                 GFDL Ensemble +11 member (Interpolated 06 hours)
 03 G112   0      1    12      0        0         0                 GFDL Ensemble +11 member (Interpolated 12 hours)
 03 GP12   0      1    12      0        0         0                 GFDL Ensemble +12 member
 03 G12I   0      1    12      0        0         0                 GFDL Ensemble +12 member (Interpolated 06 hours)
 03 G122   0      1    12      0        0         0                 GFDL Ensemble +12 member (Interpolated 12 hours)
 03 GP13   0      1    12      0        0         0                 GFDL Ensemble +13 member
 03 G13I   0      1    12      0        0         0                 GFDL Ensemble +13 member (Interpolated 06 hours)
 03 G132   0      1    12      0        0         0                 GFDL Ensemble +13 member (Interpolated 12 hours)
 03 GP14   0      1    12      0        0         0                 GFDL Ensemble +14 member
 03 G14I   0      1    12      0        0         0                 GFDL Ensemble +14 member (Interpolated 06 hours)
 03 G142   0      1    12      0        0         0                 GFDL Ensemble +14 member (Interpolated 12 hours)
 03 GP15   0      1    12      0        0         0                 GFDL Ensemble +15 member
 03 G15I   0      1    12      0        0         0                 GFDL Ensemble +15 member (Interpolated 06 hours)
 03 G152   0      1    12      0        0         0                 GFDL Ensemble +15 member (Interpolated 12 hours)
 03 GP16   0      1    12      0        0         0                 GFDL Ensemble +16 member
 03 G16I   0      1    12      0        0         0                 GFDL Ensemble +16 member (Interpolated 06 hours)
 03 G162   0      1    12      0        0         0                 GFDL Ensemble +16 member (Interpolated 12 hours)
 03 GP17   0      1    12      0        0         0                 GFDL Ensemble +17 member
 03 G17I   0      1    12      0        0         0                 GFDL Ensemble +17 member (Interpolated 06 hours)
 03 G172   0      1    12      0        0         0                 GFDL Ensemble +17 member (Interpolated 12 hours)
 03 HWMN   0      0    12      1        0         0                 HWRF Ensemble Mean
 03 HWMI   0      0    12      1        0         0                 HWRF Ensemble Mean (Interpolated 06 hours)
 03 HWM2   0      0    12      1        0         0                 HWRF Ensemble Mean (Interpolated 12 hours)
 03 IVRI   0      0     5      0        1         0                 Consensus of 5: DHSP/LGEM/HHFI/CHTI+RI40 or RI35 or RI30 or RI25
 03 KBMD   0      1    14      0        0         0                 Beta and Advection model, deep (NHC-NCO PARA)
 03 KBMM   0      1    14      0        0         0                 Beta and Advection model, medium (NHC-NCO PARA)
 03 KBMS   0      1    14      0        0         0                 Beta and Advection model, shallow (NHC-NCO PARA)
 03 KXTR   0      1    14      0        0         0                 Extrapolation using past 12-hr motion (NHC-NCO PARA)
 03 KCLP   0      1    14      0        0         0                 CLImatology-PERsistence model 3-day (NHC-NCO PARA)
 03 KCL5   0      1    14      0        0         0                 CLImatology-PERsistence model 5-day (NHC-NCO PARA)
 03 KLBR   0      1    14      0        0         0                 LBAR (NHC-NCO PARA)
 03 KOCD   0      1    14      0        0         0                 Combination of CLP5 and Decay-SHIFOR run on operational inputs (NHC-NCO PARA)
 03 KSFR   0      1    14      0        0         0                 SHIFOR intensity model 3-day (NHC-NCO PARA)
 03 KSF5   0      1    14      0        0         0                 SHIFOR intensity model 5-day (NHC-NCO PARA)
 03 KSHP   0      1    14      0        0         0                 SHIPS model (NHC-NCO PARA)
 03 KDSP   0      1    14      0        0         0                 Decay SHIPS model (NHC-NCO PARA)
 03 KLGM   0      1    14      0        0         0                 SHIPS Logistic Growth Equation (LGE) forecast model (NHC-NCO PARA)
 03 HCCA   0      0    14      1        1         0                 HFIP Corrected Consensus Approach model
 03 UE00   0      0    24      0        0         0                 UKMET MOGREPS-G Ensemble Control Member
 03 UE01   0      0    24      0        0         0                 UKMET MOGREPS-G Ensemble +01 member
 03 UE02   0      0    24      0        0         0                 UKMET MOGREPS-G Ensemble +02 member
 03 UE03   0      0    24      0        0         0                 UKMET MOGREPS-G Ensemble +03 member
 03 UE04   0      0    24      0        0         0                 UKMET MOGREPS-G Ensemble +04 member
 03 UE05   0      0    24      0        0         0                 UKMET MOGREPS-G Ensemble +05 member
 03 UE06   0      0    24      0        0         0                 UKMET MOGREPS-G Ensemble +06 member
 03 UE07   0      0    24      0        0         0                 UKMET MOGREPS-G Ensemble +07 member
 03 UE08   0      0    24      0        0         0                 UKMET MOGREPS-G Ensemble +08 member
 03 UE09   0      0    24      0        0         0                 UKMET MOGREPS-G Ensemble +09 member
 03 UE10   0      0    24      0        0         0                 UKMET MOGREPS-G Ensemble +10 member
 03 UE11   0      0    24      0        0         0                 UKMET MOGREPS-G Ensemble +11 member
 03 UE12   0      0    24      0        0         0                 UKMET MOGREPS-G Ensemble +12 member
 03 UE13   0      0    24      0        0         0                 UKMET MOGREPS-G Ensemble +13 member
 03 UE14   0      0    24      0        0         0                 UKMET MOGREPS-G Ensemble +14 member
 03 UE15   0      0    24      0        0         0                 UKMET MOGREPS-G Ensemble +15 member
 03 UE16   0      0    24      0        0         0                 UKMET MOGREPS-G Ensemble +16 member
 03 UE17   0      0    24      0        0         0                 UKMET MOGREPS-G Ensemble +17 member
 03 UE18   0      0    24      0        0         0                 UKMET MOGREPS-G Ensemble +18 member
 03 UE19   0      0    24      0        0         0                 UKMET MOGREPS-G Ensemble +19 member
 03 UE20   0      0    24      0        0         0                 UKMET MOGREPS-G Ensemble +20 member
 03 UE21   0      0    24      0        0         0                 UKMET MOGREPS-G Ensemble +21 member
 03 UE22   0      0    24      0        0         0                 UKMET MOGREPS-G Ensemble +22 member
 03 UE23   0      0    24      0        0         0                 UKMET MOGREPS-G Ensemble +23 member
 03 UE24   0      0    24      0        0         0                 UKMET MOGREPS-G Ensemble +24 member
 03 UE25   0      0    24      0        0         0                 UKMET MOGREPS-G Ensemble +25 member
 03 UE26   0      0    24      0        0         0                 UKMET MOGREPS-G Ensemble +26 member
 03 UE27   0      0    24      0        0         0                 UKMET MOGREPS-G Ensemble +27 member
 03 UE28   0      0    24      0        0         0                 UKMET MOGREPS-G Ensemble +28 member
 03 UE29   0      0    24      0        0         0                 UKMET MOGREPS-G Ensemble +29 member
 03 UE30   0      0    24      0        0         0                 UKMET MOGREPS-G Ensemble +30 member
 03 UE31   0      0    24      0        0         0                 UKMET MOGREPS-G Ensemble +31 member
 03 UE32   0      0    24      0        0         0                 UKMET MOGREPS-G Ensemble +32 member
 03 UE33   0      0    24      0        0         0                 UKMET MOGREPS-G Ensemble +32 member
 03 UE34   0      0    24      0        0         0                 UKMET MOGREPS-G Ensemble +34 member
 03 UE35   0      0    24      0        0         0                 UKMET MOGREPS-G Ensemble Previous Control member
 03 UEMN   0      0    24      0        0         0                 UKMET MOGREPS-G Ensemble Mean
 03 UEMI   0      0    24      1        0         0                 UKMET MOGREPS-G Ensemble Mean (Interpolated 06 hours)
 03 UEM2   0      0    24      1        0         0                 UKMET MOGREPS-G Ensemble Mean (Interpolated 12 hours)
